University,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Millsaps College,Yes,905,834,319,32,61,1073,179,11320,4402,550,1350,82.0,89,12.7,38,11218,58,5.3529606632924045,5.361355383040417,3.824690854347712,5.590470826008503,3.5849989323057554,6.776346659201699,68.92934691623766,9.715390024589627,9.523523757948993,3343.323684287649,48914.209492885086,6.092161014487607,9.710163764170094,1.8346967464546076,0.9215469613259668,Medium,1,1,-0.5513670347284427,-0.3579415802094513,-0.37400164234772537,0.47394446499414217,-0.5968816406227225,-0.3896029351797232,0.33790839425119257,0.12425506576926057,0.23448449294285456,0.5584518675118793,0.5990025096854961,-0.3022340305882601,1.1856594896053954,0.6966323933306181,1.1890714235623399,0.3584006965742063,0.6130958528832952
Milwaukee School of Engineering,Yes,1217,1088,496,36,69,1773,884,11505,3255,1000,2075,35.0,46,16.7,23,7140,67,5.530350413815008,5.52562776565688,4.000700514405109,5.881850116998911,3.688898395457396,9.664690100971567,69.3304176677581,11.110633242948902,10.26818089941074,609.4084262343519,8677.382214256915,7.498611600723711,7.305625713076967,1.8314164773633763,0.8940016433853739,Medium,1,1,-0.2645886191036151,-0.08362289922137081,0.10894783153790111,0.6737982758594397,-0.04667607843531444,0.6358692839945855,0.38079430320705704,2.437506398173015,1.144713865314573,-2.0107799299124576,-1.890637298281031,0.6920504143711256,0.16460720682316513,-0.45115804343959953,1.0017024558925378,0.3584006965742063,0.6130958528832952
Mississippi College,Yes,594,385,307,36,57,1695,721,5580,2830,600,700,77.0,79,16.5,18,6170,61,5.094044617524579,4.865948462509801,3.8088298815501354,5.881850116998911,3.680047607584067,9.270216391931893,53.43476690859171,9.911870086910547,8.430546202210584,2948.2301091785516,35793.58122346702,7.43165335007073,6.329097661694977,1.83017286931427,0.6481481481481481,Low,0,1,-0.969945521740187,-1.1852222881883325,-0.4175222563038341,0.6737982758594397,-0.09354593290741234,0.4958160534940742,-1.3189043875290405,0.450010288926062,-1.101513269226264,0.18715763184081718,-0.21283183845717074,0.6447145550544336,-0.25006129701322827,-0.8863057054623158,-0.6706440278169928,-1.0977194109733543,0.6130958528832952
Mississippi State University,No,4255,3277,1609,18,57,10094,1621,9866,3084,480,1479,77.0,77,15.9,20,6223,53,6.238624972861224,6.175103971674111,4.415603403058728,4.287247085802575,3.972270665359458,10.886303423284227,65.61629826741152,9.412353836528984,9.67964466665381,2948.2301091785516,33467.66720923342,7.228855508595915,6.734445050971812,1.8302484609155154,0.7701527614571093,Medium,1,0,0.8804485393130713,1.000938323609119,1.2473917767369815,-0.4199221856006509,1.453938018504067,1.0695886632375322,-0.016351052944293124,-0.3781654846937416,0.42531840674315186,0.18715763184081718,-0.3567469657519844,0.5013474568975291,-0.07793639470495539,-0.8598556446299528,0.15925666514126016,0.3584006965742063,-1.6310663255951814
Mississippi University for Women,No,480,405,380,19,46,1673,1014,4386,2217,600,1500,49.0,54,15.8,8,5704,63,4.959914464690206,4.899235188509909,3.8958981870188443,4.401674224577899,3.67746120133669,9.934741489069234,48.963012427581795,9.911870086910547,9.703857838201385,1194.3628253525847,13208.53355099297,7.194768122981464,3.833720635194582,1.8294622177528777,0.84375,Low,0,0,-1.1867879977233533,-1.129636737986139,-0.17861723083810913,-0.3414378853851846,-0.10724239543201819,0.7317478392379759,-1.7970625549310797,0.450010288926062,0.45491530270202957,-1.461061558858064,-1.6102738723642291,0.4772495201356816,-1.3096870359996657,-1.134967947295603,0.6598803514922471,-1.0977194109733543,-1.6310663255951814
Missouri Southern State College,No,1576,1326,913,13,50,3689,2200,3840,2852,200,400,52.0,54,20.3,9,4172,100,5.682024629013141,5.645887128276213,4.225171540770063,3.631117880323472,3.8214615004791397,11.529909631692188,46.64780100411418,7.5849469001653675,7.540282586470517,1345.040514947662,13208.53355099297,8.655033203179359,4.135098422421764,1.8263119649690447,0.8413705583756346,Low,0,0,-0.01938340855726426,0.11719837824938295,0.7248695033948277,-0.8699539009271027,0.6553194421512131,1.2980934446516328,-2.0446247268022697,-3.407925081273615,-2.1897242687337264,-1.3194602747181297,-1.6102738723642291,1.509577899793664,-1.1817113204611744,-2.2372647156790255,0.6436948958823522,-1.0977194109733543,-1.6310663255951814
Missouri Valley College,Yes,1310,983,316,5,35,1057,175,8550,5050,400,900,35.0,67,17.4,16,4333,27,5.573852093287424,5.463281924789097,3.820790931740576,1.9933074045048962,3.5817121371863747,6.738656601896011,62.328498716172334,9.014694833976261,8.842506598639705,609.4084262343519,23244.601297193447,7.730544699247318,5.900304933741678,1.8267223275552031,0.750381679389313,Low,0,1,-0.19426131620496953,-0.18773430589569629,-0.38470256393746566,-1.9933098674917418,-0.6142870525622848,-0.4029843447957442,-0.36791065105772347,-1.0374664620381557,-0.5979547424825227,-2.0107799299124576,-0.9892956425607811,0.8560145624116187,-0.4321419230686565,-2.0936758091286265,0.02476966285842522,-1.0977194109733543,0.6130958528832952
Monmouth College IL,Yes,601,503,204,28,57,671,11,13000,4100,400,460,91.0,91,11.6,43,11087,56,5.101358014093881,5.0403392337530235,3.633821714392488,5.270625276993018,3.4770344975640874,2.7058024588481264,72.42589431615347,9.014694833976261,7.759179746991065,4117.019810783901,51847.00689353883,5.676217068867042,10.397054457490185,1.834621232251514,0.8369384359400999,Medium,1,1,-0.9581222665926854,-0.8940068959113071,-0.8977237533518456,0.25456596475215887,-1.1686134928517111,-1.8348015684232404,0.7117890945620292,-1.0374664620381557,-1.9221559961143937,1.2855426885908192,0.7804683371675396,-0.5962838885447581,1.4773376812303964,0.6702094146845299,0.6135466795094889,0.3584006965742063,0.6130958528832952
Monmouth College,Yes,2707,1881,478,14,34,1893,847,12480,5290,530,1740,70.0,85,14.2,15,9492,54,5.99022505702731,5.854391826316452,3.9864135973561625,3.7757494643672955,3.7016278208131337,9.58127872300003,71.37706787496177,9.632410098317434,9.96028999657839,2436.7893025328367,43361.72889933899,6.6373917079764695,5.675799188389897,1.8335761818206417,0.6948651643886221,Medium,1,1,0.47887102937056,0.46538066449379173,0.06974623845496358,-0.7707527080612918,0.020733323131604055,0.6062550595793459,0.5996396169525681,-0.01332196917783784,0.7683643647995795,-0.29347540133892097,0.2554446883163039,0.08321456089136182,-0.5274750385853566,0.3045385330777944,-0.35286519061245214,0.3584006965742063,0.6130958528832952
Montana College of Mineral Sci. & Tech.,No,572,544,320,45,72,1470,416,6073,3400,550,1400,71.0,71,16.4,31,6112,74,5.070442475418202,5.090835883122472,3.825981434782986,6.4586530156495385,3.6514504290062666,8.2446241272869,55.0971566887593,9.715390024589627,9.585611403607514,2506.874201393403,27058.81466023696,7.39805573041577,8.664190735529143,1.8300889908989153,0.951048951048951,Low,0,0,-1.0081020944772152,-0.8096824706566599,-0.37046044385885013,1.0694209607168643,-0.24498393113275704,0.13169163519115448,-1.1411474793247929,0.12425506576926057,0.31037713613816026,-0.2276122220975675,-0.7532925064547982,0.6209628563189757,0.7415021812454939,-0.9156553838935646,1.3897500786616348,-1.0977194109733543,-1.6310663255951814
Montana State University,No,3500,2836,1779,15,42,8730,993,5552,3710,550,2300,75.0,83,17.6,8,6324,37,6.132354278219088,6.092802030713218,4.447662642044679,3.912896621040344,3.9525083484891432,9.893313095070862,53.337504295309294,9.715390024589627,10.450066005042522,2797.1408339686877,40739.09727963728,7.796140014934541,3.833720635194582,1.8303898006207797,0.8102857142857143,Low,0,0,0.7086452567274845,0.8635021975387803,1.3353584974066866,-0.676685000581864,1.349285536826777,0.7170391773399624,-1.3293045365357343,0.12425506576926057,1.3670405661879372,0.04516955486019143,0.0931702615374012,0.9023869004718892,-1.3096870359996657,-0.810399835509914,0.4322493369722507,-1.0977194109733543,-1.6310663255951814
Montclair State University,No,5220,2128,865,19,53,6411,3186,3648,4834,700,950,82.0,87,21.5,9,6717,58,6.348204453180046,5.926755530245211,4.206140994961213,4.401674224577899,3.908340722541398,12.336776001752243,45.78242140215138,10.265383834059623,8.932140965162741,3343.323684287649,46086.272753520185,9.022333886447807,4.135098422421764,1.8309082677201287,0.4076628352490421,Low,0,0,1.057600994053231,0.5862209146744677,0.6726519598625972,-0.3414378853851846,1.1153933421231854,1.5845618178779108,-2.1371585021557387,1.036120392064417,-0.48839044954759636,0.5584518675118793,0.4240248994484804,1.769239603923712,-1.1817113204611744,-0.6289843595651022,-2.306475021484766,-1.0977194109733543,-1.6310663255951814
Montreat-Anderson College,Yes,263,223,103,10,24,316,20,8438,3372,500,2958,42.0,50,11.1,4,11989,15,4.569649559173039,4.499412460193135,3.3155094793550686,3.140658651142298,3.2790284272348487,3.48630508621625,62.03372900782205,9.502670860800531,10.900469021102316,877.5461121268073,10796.30707838356,5.482096185079573,2.399320130769619,1.8351151299016686,0.8479087452471483,Low,0,1,-1.8177125632546913,-1.7973012699908095,-1.7711344876976116,-1.2063544244260114,-2.2171659871318306,-1.557693330606437,-0.3994299449163102,-0.22842386689854197,1.917589311101162,-1.7587941133611364,-1.7595295532471238,-0.7335168472284893,-1.9187844502831575,0.8430278584841644,0.688168999510049,-1.0977194109733543,0.6130958528832952
Moorhead State University,No,2442,2164,1189,12,37,5983,1075,4426,2664,600,1000,75.0,81,18.1,19,4795,60,5.932472008645073,5.936546479822022,4.316004423735964,3.4779670941379464,3.8980429877887985,10.050840414996935,49.125003119643196,9.911870086910547,9.01750885336023,2797.1408339686877,38216.88394908151,7.958870720536977,6.534472866673584,1.8277798309831699,0.8861588861588862,Low,0,0,0.38550414845569314,0.6025708350369324,0.9741040796424685,-0.9749983196713342,1.0608610975191726,0.7729673914190284,-1.7797411271153973,0.450010288926062,-0.38404127330500104,0.04516955486019143,-0.06289081824039729,1.0174287020688955,-0.16285168859179217,-1.723647531656932,0.9483543940411138,-1.0977194109733543,-1.6310663255951814
Moravian College,Yes,1232,955,303,23,58,1241,485,14990,4730,550,1250,86.0,92,15.2,28,9566,74,5.537603487745881,5.4454480068178714,3.8033833237303387,4.818997178837589,3.6162709088631386,8.525230393829675,76.20273753732337,9.715390024589627,9.392683958613311,3677.2640912751194,53353.18359977521,6.988450466626353,8.178628549458342,1.8336305456766404,0.7751623376623377,Medium,1,1,-0.2528628849832534,-0.21751519040467865,-0.43246696009282304,-0.055200718403029835,-0.4312790963886451,0.23131757534234137,1.1156414171500877,0.12425506576926057,0.07455286562134684,0.87227663203218,0.8736625013025863,0.3313941033568047,0.5353152264185853,0.3235608487128196,0.19333284186433183,0.3584006965742063,0.6130958528832952
Morehouse College,Yes,3708,1678,722,41,66,2852,153,7050,5490,250,600,71.0,74,17.8,10,8122,83,6.16392167577788,5.786850398193368,4.141304839911695,6.213996875421871,3.777294558530571,6.516331495644685,58.14646134871095,8.031431069189754,8.18162464989385,2506.874201393403,30158.03455349912,7.861445633866882,4.420803225514992,1.832435232287315,0.4525350593311758,Low,0,1,0.7596789169623009,0.3525931394109312,0.4947492983852618,0.9016140386466763,0.421430869604464,-0.4819182474572671,-0.8150897911746848,-2.6676741448760213,-1.4057817650474291,-0.2276122220975675,-0.5615293446508958,0.9485544386053418,-1.0603909108017935,-0.09468815435789005,-2.001244843294401,-1.0977194109733543,0.6130958528832952
Morningside College,Yes,586,533,239,16,36,950,228,10520,3678,500,1000,48.0,68,13.0,32,8111,56,5.085572280621128,5.07769841085776,3.7029278290884244,4.043409132038042,3.5580504356172913,7.185185009901251,67.14360603194895,9.502670860800531,9.01750885336023,1146.123359651444,24164.67508092954,6.203132952498875,8.820611540394847,1.8324248837144699,0.909556313993174,Medium,1,1,-0.9836423861117386,-0.831620753926024,-0.7081048328687385,-0.5871679226871698,-0.7395889494077703,-0.2444497083465139,0.14696173286526867,-0.22842386689854197,-0.38404127330500104,-1.5063952131493028,-0.9323663945762501,-0.22378287640524416,0.8079240121706287,-0.09830919660030106,1.1075085526133293,0.3584006965742063,0.6130958528832952
Morris College,Yes,882,730,330,2,13,926,12,4515,2550,850,2100,53.0,60,18.6,34,6990,60,5.337360398800399,5.27790039217758,3.838636837673489,0.7587140470162561,3.5522953143639375,2.8165528522127667,49.482014648888814,10.720699095764742,10.28926887219915,1397.2527513082268,17408.082037358414,8.119859637831675,9.126046493076482,1.8312416940967042,0.8276643990929705,Low,0,1,-0.5765873144862377,-0.4973031859202298,-0.33573553065927986,-2.840103702854633,-0.7700655238635662,-1.7954809495468116,-1.741566406367551,1.7910128881854168,1.1704906841578149,-1.27039315843607,-1.3504282584260159,1.1312391536008917,0.9376225443004441,-0.5123160022576602,0.5504627567199258,-1.0977194109733543,0.6130958528832952
Mount Holyoke College,Yes,1800,1314,526,47,79,1891,40,19300,5700,750,750,79.0,91,9.0,51,18359,84,5.758883454237173,5.640397206548175,4.023231461015134,6.57495971719884,3.7014237928416107,4.450886290871309,83.37605034424257,10.425882498985677,8.542878851701946,3103.2898290035896,51847.00689353883,4.626421205486867,11.414537756392667,1.8374674857406834,0.73,High,2,1,0.10487096386051965,0.10803075029405439,0.17077005656752842,1.1491944321080274,0.019652881314403205,-1.2152301684329885,1.8826732657285508,1.3022200552656582,-0.9642037997398595,0.33287698488245776,0.7804683371675396,-1.3384327472081734,1.9093972381855786,1.6661345795514766,-0.11387074909066483,1.8145208041217669,0.6130958528832952
Mount Marty College,Yes,279,276,126,17,37,600,435,6844,2980,500,500,45.0,55,11.7,38,5073,44,4.608729570972196,4.644211042983044,3.4128883288031564,4.167994170464725,3.449642004455681,8.325847266950188,57.52776956693063,9.502670860800531,7.890855810096345,1007.3646531093469,13859.108607277798,5.714647119153561,9.710163764170094,1.8283434625354449,0.989247311827957,Low,0,1,-1.7545335811920617,-1.5555019145105262,-1.5039385616717023,-0.5017164322200872,-1.3136720101265182,0.16052895144457724,-0.8812455986589921,-0.22842386689854197,-1.7612021643396472,-1.6367954806657434,-1.5700197651757861,-0.5691159228921928,1.1856594896053954,-1.5264286793095512,1.6495832539866369,-1.0977194109733543,0.6130958528832952
Mount Mary College,Yes,235,217,121,12,32,931,487,8950,3119,550,1125,51.0,51,10.7,26,7016,78,4.494687291477571,4.480734252813218,3.3935664900695137,3.4779670941379464,3.5535091710446642,8.532813779979142,63.36101174437204,9.715390024589627,9.214767197935483,1293.8214305708966,11371.299132786136,5.324335193798416,7.8398782563579585,1.8312724021366467,0.9234042553191489,Medium,1,1,-1.938900852307565,-1.828492034561646,-1.5569553781798,-0.9749983196713342,-0.7636374762377626,0.23400996701262833,-0.25750554284364213,0.12425506576926057,-0.14292314097182654,-1.3675940637330268,-1.723952118227403,-0.8450453297697846,0.3914698171492021,-0.5015710317696909,1.2017051226509614,0.3584006965742063,0.6130958528832952
Mount Mercy College,Yes,368,317,159,20,49,806,542,10500,3555,500,2285,44.0,50,11.3,30,6695,64,4.78969090027682,4.737109164504702,3.521593215907935,4.511710153177958,3.520513403677333,8.731078955462298,67.09783771091139,9.502670860800531,10.438464581144572,963.0984132961202,10796.30707838356,5.560145089438339,8.505142557374741,1.830880488874383,0.8614130434782609,Medium,1,1,-1.4619811470494246,-1.400371211733847,-1.2056653417874685,-0.2659654673280361,-0.9383684535061534,0.3044016754734171,0.1420677932258447,-0.22842386689854197,1.3528596012776692,-1.678395245159371,-1.7595295532471238,-0.678340495986942,0.673964674278998,-0.638704383320663,0.780028037918165,0.3584006965742063,0.6130958528832952
Mount Saint Clare College,Yes,325,284,95,16,33,364,88,9900,3650,500,1200,32.0,37,13.6,43,6525,21,4.708933412563168,4.663450363533299,3.2755910930562946,4.043409132038042,3.3187327269713007,5.631496565269472,65.69731106546233,9.502670860800531,9.32358530355288,509.3970014075486,4904.775354483814,6.422128545636341,10.397054457490185,1.8306609861390608,0.8738461538461538,Medium,1,1,-1.5925383202126606,-1.5233741462734582,-1.8806657694185658,-0.5871679226871698,-2.0069095921986966,-0.796068436985563,-0.007688472917462823,-0.22842386689854197,-0.009909663407681455,-2.1047669443284427,-2.1240660463495327,-0.0689648444728493,1.4773376812303964,-0.7155100152492294,0.8646006342331188,0.3584006965742063,0.6130958528832952
Mount Saint Mary's College,Yes,1321,1159,328,15,36,1243,79,12850,6200,550,900,77.0,82,12.8,36,8536,80,5.578776948466733,5.564239080562102,3.836141459343814,3.912896621040344,3.61661158556217,5.46446436075956,72.12621930447686,9.715390024589627,8.842506598639705,2948.2301091785516,39465.53223109407,6.129263988156606,9.422314061223904,1.8328096536920337,0.8773656320968963,Medium,1,1,-0.18629951366934816,-0.01914581057558746,-0.3425825505959643,-0.676685000581864,-0.42947502340280885,-0.8553712480554952,0.6797452837920086,0.12425506576926057,-0.5979547424825227,0.18715763184081718,0.01436886348154269,-0.27600423628062626,1.0634282792663534,0.03632466675702914,0.888540855507753,0.3584006965742063,0.6130958528832952
Mount Saint Mary College,Yes,1170,695,238,14,48,1170,429,7470,4600,250,1400,74.0,75,15.3,23,6898,88,5.506986672520125,5.24691674353207,3.701119508843938,3.7757494643672955,3.6037245143873227,8.300549162713745,59.37203295385472,8.031431069189754,9.585611403607514,2723.085158261725,31237.605304478584,7.023054080272134,7.305625713076967,1.8311316054937212,0.594017094017094,Low,0,1,-0.30235977945462506,-0.549042824033828,-0.7130666475237222,-0.7707527080612918,-0.4977192474404005,0.15154715838040084,-0.684041211646416,-2.6676741448760213,0.31037713613816026,-0.024425212660713208,-0.4947312768374728,0.35585698539765914,0.16460720682316513,-0.5508368193574115,-1.0388546890004329,-1.0977194109733543,0.6130958528832952
Mount St. Mary's College,Yes,657,537,113,37,90,1039,466,12474,5678,630,1278,53.0,71,11.9,19,10613,72,5.156765161676079,5.082508967568784,3.360651527403928,5.950905246358549,3.577941276991582,8.451747844621089,71.36480007231228,10.023005814993539,9.43026909891278,1397.2527513082268,27058.81466023696,5.791125549906482,6.534472866673584,1.834336083630697,0.817351598173516,Medium,1,1,-0.8685479030733627,-0.8235875985607217,-1.6472701023666765,0.7211624200833137,-0.6342558588532072,0.2052284642907345,0.5983278387550305,0.6342683936656499,0.12049494656094818,-1.27039315843607,-0.7532925064547982,-0.5150498114932618,-0.16285168859179217,0.5704338014865256,0.4803129451900761,0.3584006965742063,0.6130958528832952
Mount Union College,Yes,1310,1086,458,26,61,1365,144,12250,3530,400,1150,85.0,87,16.7,35,7215,81,5.573852093287424,5.524501407386769,3.9697926833824058,5.097794723902809,3.6362150192745886,6.416969523585456,70.90400230909835,9.014694833976261,9.251767375413102,3592.2902607546,46086.272753520185,7.498611600723711,9.275276881632609,1.8315017616389775,0.8290076335877863,Medium,1,1,-0.19426131620496953,-0.08550380646856409,0.024140436725067316,0.13602341304359422,-0.3256639165946554,-0.5171955418799407,0.549055407780338,-1.0374664620381557,-0.0976960875429358,0.7924213890142526,0.4240248994484804,0.6920504143711256,1.0009910690058206,-0.4213164441014311,0.5595997164448017,0.3584006965742063,0.6130958528832952
Mount Vernon Nazarene College,Yes,510,485,334,18,36,1114,94,7400,3346,600,600,57.0,57,19.8,7,6869,58,4.99828891507906,5.016760728818153,3.8435756606880047,4.287247085802575,3.593155821691726,5.734492320226907,59.170970259671826,9.911870086910547,8.18162464989385,1616.0326987995059,15218.827017927002,8.49950553939069,3.513908539388445,1.8310964332666577,0.9509803921568627,Low,0,1,-1.1247496665877172,-0.9333806742079663,-0.3221839905012181,-0.4199221856006509,-0.5536863653616911,-0.7595010108705391,-0.705540551512163,0.450010288926062,-1.4057817650474291,-1.064791907235012,-1.4858876575586604,1.3996282589180564,-1.4454906138784915,-0.5631438419645876,1.3892837268532119,-1.0977194109733543,0.6130958528832952
Muhlenberg College,Yes,2519,1836,462,30,61,1656,352,16975,4565,600,850,76.0,86,12.8,39,10888,83,5.949921210725781,5.840116074147534,3.9731830333332883,5.434512156192033,3.6754340750325483,7.943966259359619,79.65477982868256,9.911870086910547,8.74813681377624,2872.1891570226703,44711.16894989349,6.129263988156606,9.85113937380516,1.8345038498680264,0.7288606589916634,High,2,1,0.41371352646023113,0.4415415660238229,0.03344315184043607,0.3669741501362814,-0.1179771589617142,0.02494661083675158,1.4847632512848332,0.450010288926062,-0.7133073594983343,0.11569717540939685,0.3389408259481421,-0.27600423628062626,1.2455227419124493,0.629136449794967,-0.12162078301716737,1.8145208041217669,0.6130958528832952
Murray State University,No,2225,1910,1190,29,55,5968,955,4738,3110,700,940,72.0,76,20.2,27,5972,52,5.879925774733415,5.863399407723065,4.316287685959519,5.353618702746615,3.897665928496244,9.81629832773915,50.35670524050696,10.265383834059623,8.914569361066823,2577.9518231023017,32340.751369602982,8.624048109702713,8.010865648125515,1.8298813739102762,0.8584269662921349,Low,0,0,0.30055490159198234,0.4804224372555829,0.9748813173338152,0.3114902312545731,1.0588643584240411,0.6896959939696181,-1.6480370205061246,1.036120392064417,-0.5098690459072523,-0.1608161188745901,-0.4264744945937568,1.4876731156718916,0.46407713838160014,-0.9883021050750839,0.7597161213538529,-1.0977194109733543,-1.6310663255951814
Muskingum College,Yes,1109,922,375,24,46,1115,70,13240,3914,600,800,73.0,85,13.4,27,9333,73,5.475114060821718,5.423696806618919,3.8905748122302506,4.914783971046612,3.593350182924948,5.279312180589637,72.9006876206338,9.911870086910547,8.648479600106288,2650.022148392148,43361.72889933899,6.349556131156361,8.010865648125515,1.8334571324431705,0.8313796212804329,Medium,1,1,-0.35388686632275784,-0.253837549972661,-0.19322393510995958,0.010498375683124296,-0.5526571143112186,-0.92110734243334,0.7625580482980134,0.450010288926062,-0.835123048894733,-0.09308710977675971,0.2554446883163039,-0.12026961376708763,0.46407713838160014,0.262882274653701,0.5757344688646207,0.3584006965742063,0.6130958528832952
National-Louis University,Yes,513,347,279,23,48,2508,505,9090,4500,650,500,62.0,65,18.3,2,7905,71,5.001992355702444,4.797274027290616,3.7688599295831082,4.818997178837589,3.754288379501688,8.599829179029598,63.71522226248551,10.094559934711176,7.890855810096345,1911.850540404655,21470.19703315302,8.023471582250671,1.435570769429468,1.8322269992208131,0.6764132553606238,Medium,1,1,-1.1187624726759737,-1.299901823402185,-0.5271950280563313,-0.055200718403029835,0.2996003299423273,0.25780299279664404,-0.21963033012010902,0.7529019484450437,-1.7612021643396472,-0.7867933106586992,-1.0990862943084903,1.0630980149914302,-2.328026668337858,-0.16755044574400987,-0.47837890417965623,0.3584006965742063,0.6130958528832952
Nazareth College of Rochester,Yes,947,798,266,36,68,1274,471,10850,5150,550,800,77.0,93,13.6,24,8797,61,5.380379527517894,5.333793541638213,3.748697135530977,5.881850116998911,3.6218082235078226,8.471343470135253,67.89067179043364,9.715390024589627,8.648479600106288,2948.2301091785516,54886.120254639376,6.422128545636341,7.487471891197417,1.8330316249402547,0.8426610348468849,Medium,1,1,-0.5070401307351022,-0.40396713763201336,-0.5825193254634484,0.6737982758594397,-0.40195592931279284,0.2121856596476014,0.22684438195140125,0.12425506576926057,-0.835123048894733,0.18715763184081718,0.9685124280279964,-0.0689648444728493,0.2418255545223002,0.1139940496217034,0.6524729845848253,0.3584006965742063,0.6130958528832952
New Jersey Institute of Technology,No,1879,1216,483,27,62,3311,1646,8832,5376,700,1850,92.0,98,13.5,19,12529,72,5.783564153845409,5.5934478911915715,3.9904436573441027,5.185399347607472,3.803208537080154,10.918095528880432,63.059626763153744,10.265383834059623,10.067026579222206,4207.948159114593,62958.47816557827,6.385894684619047,6.534472866673584,1.8353842508167455,0.6471527408195848,Medium,1,0,0.1447711943378163,0.029630023058080147,0.0808042414660967,0.19611044886994475,0.55865982829096,1.0808760747712476,-0.2897321981561881,1.036120392064417,0.898833499142761,1.37099376580703,1.4679867891663476,-0.09458022317358943,-0.16285168859179217,0.9371952588007614,-0.6774149949906556,0.3584006965742063,-1.6310663255951814
New Mexico Institute of Mining and Tech.,No,787,601,233,40,73,1017,411,5376,3214,600,1100,99.0,100,13.7,11,9241,34,5.2679412912728285,5.1546503118817,3.691944492731563,6.150076980026682,3.573222916344208,8.222694295692204,52.718641458209106,9.911870086910547,9.176997673903145,4872.2320217118595,66380.98635477376,6.458258782327776,4.6929731524538,1.8333868104570834,0.7636594663278272,Low,0,0,-0.6888142137980416,-0.7031186670128645,-0.7382417953134437,0.8577720942126082,-0.6592422080974041,0.12390570753922985,-1.395478634715253,0.450010288926062,-0.1890906028016409,1.9952630138290124,1.6797533027611797,-0.04342272256216631,-0.9448178904126144,0.2382760911728171,0.11508792445825636,-1.0977194109733543,-1.6310663255951814
New York University,Yes,13594,7244,2505,70,86,12408,2814,17748,7262,450,1000,87.0,98,7.8,16,21227,71,6.839913804328106,6.612231831868823,4.553261385905701,7.703114507680223,3.9993120027735074,12.06294877990936,80.92720207922262,9.270525807002555,9.01750885336023,3763.230380637817,62958.47816557827,4.102364454760928,5.900304933741678,1.838152589899907,0.5328821538914227,High,2,1,1.8525264520051214,1.7308987473994164,1.6251088314169502,1.9229832396697435,1.5971369706726797,1.4873426974669768,1.6208215018134728,-0.6133100630418952,-0.38404127330500104,0.9530645509285739,1.4679867891663476,-1.7089125071243796,-0.4321419230686565,1.9058575962546864,-1.45470723586908,1.8145208041217669,0.6130958528832952
Newberry College,Yes,872,722,154,14,36,601,36,10194,2600,500,1500,57.0,63,11.4,32,5788,83,5.330440905144888,5.2709607248887425,3.50689131372548,3.7757494643672955,3.450054793871536,4.299975549588308,66.3903310535662,9.502670860800531,9.703857838201385,1616.0326987995059,19782.08415571577,5.598967634870062,8.820611540394847,1.8295968101188729,0.8279816513761468,Medium,1,1,-0.5877737636559751,-0.5088917460107879,-1.2460056044856591,-0.7707527080612918,-1.3114860601155551,-1.2688092444260743,0.0664151409754652,-0.22842386689854197,0.45491530270202957,-1.064791907235012,-1.2035376962767816,-0.6508950575092252,0.8079240121706287,-1.087873082132084,0.5526207725728495,0.3584006965742063,0.6130958528832952
Niagara University,Yes,2220,1796,467,65,99,1919,334,10320,4762,450,650,68.0,100,14.2,20,7788,65,5.878651011545165,5.82710855839044,3.9773736599156337,7.4843980770191365,3.704256528580522,7.850516441323544,66.68332354682559,9.270525807002555,8.310522585532489,2299.597751802593,66380.98635477376,6.6373917079764695,6.734445050971812,1.8321110309791961,0.809009009009009,Medium,1,1,0.29849404651807776,0.419820297307895,0.04494173039876571,1.7729680755244204,0.034653795779969805,-0.008231643139918183,0.09774439982328652,-0.6133100630418952,-1.248223768858662,-0.42240291415622744,1.6797533027611797,0.08321456089136182,-0.07793639470495539,-0.2081285919250157,0.4235649227922881,0.3584006965742063,0.6130958528832952
